지점,지점명,일시,평균기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10)
192,진주,2012-10-26,13.5,,2.5,.6,75.9,9.5,2.28,14.27,,2.8
192,진주,2012-10-27,14.6,26,2,.6,95.1,0,.15,.88,,9.1
192,진주,2012-10-28,15.4,,4.2,1.3,71.3,9.6,2.35,14.76,,2
192,진주,2012-10-29,10.9,,1.6,.6,73.8,9.8,2.36,15,,3
192,진주,2012-10-30,12.4,,3.5,1.3,58.3,9,2.15,13.77,,4.6
192,진주,2012-10-31,8.9,,4.1,1.4,60.3,9.7,2.44,15.33,,1.5
192,진주,2012-11-01,7.9,,6.1,2.1,49.1,9,2.39,15.24,,1.6
192,진주,2012-11-02,6.4,,3.1,.8,61.4,9.6,2.46,15.23,,1.5
192,진주,2012-11-03,7.1,,2.5,.7,68.3,9.8,2.29,14.37,,1
192,진주,2012-11-04,9.4,5.5,2.1,.7,89.6,.2,.81,3.56,,9.3
192,진주,2012-11-05,11.6,,4.5,1.5,69.9,6.1,1.83,9.53,,5.5
192,진주,2012-11-06,11.1,,6.3,2.3,61.1,6,1.87,8.8,,6.3
192,진주,2012-11-07,8.8,,3,.7,73.4,9.1,2.13,12.94,,1.6
192,진주,2012-11-08,9.9,,2.2,.7,75.3,7.1,1.97,10.64,,5
192,진주,2012-11-09,9.4,,2.8,.6,75.3,8.4,1.93,11.8,,2.4
192,진주,2012-11-10,11.7,5.5,4.4,1.5,66.1,3,1.67,7.54,,9
192,진주,2012-11-11,11,21.5,8.4,2.9,70.9,4.8,2.09,7.77,,6.5
192,진주,2012-11-12,10,,7.2,3.4,45.9,9.2,2.2,13.46,,3
192,진주,2012-11-13,9.5,,5.7,2.7,48.3,8.3,2.15,11.42,,4.8
192,진주,2012-11-14,4.9,,5.2,1.8,63.4,8.7,2.14,11.49,,3.1
192,진주,2012-11-15,5,,3.9,1,60.5,9.3,2.25,13.83,,.6
192,진주,2012-11-16,5.8,7,1.9,.5,75.8,2.3,1.25,5.24,,6.9
192,진주,2012-11-17,8.1,9.5,4.9,1.4,67.5,7.9,1.87,11.13,,4.1
192,진주,2012-11-18,4.7,,2.3,.7,68.6,9.2,2.15,13.15,,0
192,진주,2012-11-19,5,,4.3,1.1,71.9,8.2,1.94,11.3,,.8
192,진주,2012-11-20,3.1,,3.1,.8,59.3,3.5,1.31,8.24,,4.8
192,진주,2012-11-21,3.8,,2.3,.4,65.5,5.1,1.67,8.43,,6.1
192,진주,2012-11-22,5.4,,1.6,.4,69.1,7.9,1.89,10.54,,4
192,진주,2012-11-23,7.7,,2.5,.8,58.9,5.4,1.72,8.6,,6.5
192,진주,2012-11-24,4.5,,4.6,1.4,40.5,8.9,2.19,13.2,,.9
192,진주,2012-11-25,3.3,2,2.2,.8,62,5.5,2.1,10.57,,5.5
192,진주,2012-11-26,4.9,7.5,5,2.1,63,5.9,1.59,7.29,,5.3
192,진주,2012-11-27,1.9,,2.7,.7,63.3,8.9,2.06,12.4,,.3
192,진주,2012-11-28,6.4,,4.5,1.5,67.6,7,1.87,9.93,,3.5
192,진주,2012-11-29,3.5,,2.8,.6,64.4,4.2,1.73,7.33,,4.5
192,진주,2012-11-30,2.1,,3.3,.7,53.8,4.4,1.81,7.6,,4.1
192,진주,2012-12-01,2.9,,4,1.4,44.1,8.7,2.03,11.86,,4.5
192,진주,2012-12-02,4.4,3,2.2,.7,81.5,.8,.99,4.08,,7.5
192,진주,2012-12-03,5.1,,5.5,1.6,73,1.4,1.03,5.22,,8.6
192,진주,2012-12-04,2.3,,5.9,2.5,43.1,8.7,2.06,12.1,,2.8
192,진주,2012-12-05,1.6,4.5,5.4,1.3,70.4,3.9,1.83,7.56,,7
192,진주,2012-12-06,-1,.5,4.1,1.5,53.6,8.7,2,11.71,.5,2.8
192,진주,2012-12-07,-2,3.1,2.9,.8,84.3,1,.45,1.87,4.2,7.5
192,진주,2012-12-08,-.9,0,6.3,1.8,74,7.7,1.91,9.93,,3.6
192,진주,2012-12-09,-2,.1,4.3,2.1,51.4,8.6,2.01,11.78,.2,1.5
192,진주,2012-12-10,-2,,4.4,1.4,52.5,8.6,2.02,11.9,,0
192,진주,2012-12-11,-1.2,,3.9,1,53.4,8.6,1.88,11.29,,0
192,진주,2012-12-12,-2.4,,2.2,.6,60.4,8.6,2,12.64,,0
192,진주,2012-12-13,-.8,,2.2,.6,62.3,8.6,1.9,11.79,,1.5
192,진주,2012-12-14,2.3,40.5,1.6,.4,89.6,0,.11,.49,,9.6
192,진주,2012-12-15,6.4,,1.4,.3,96.3,1.5,.77,3.95,,8
192,진주,2012-12-16,3,,2.7,.6,80.5,7.6,1.91,10.57,,3.8
192,진주,2012-12-17,4.1,,4.1,.8,67.3,2.5,1.39,5.07,,5.4
192,진주,2012-12-18,-.5,,6,3.1,36.5,8,2.06,12.06,,2
192,진주,2012-12-19,-2.9,,2.4,.8,49.1,8.3,1.97,10.98,,.4
192,진주,2012-12-20,-2,,1.7,.5,54,8,1.92,11.31,,2.4
192,진주,2012-12-21,.3,18,1.8,.4,83.6,0,.17,.91,,9.8
192,진주,2012-12-22,2.5,,4.2,1.2,64.1,8,1.74,9.89,,4.6
192,진주,2012-12-23,-2.6,,4.4,1.9,49,7.7,1.67,9.33,,1.4
192,진주,2012-12-24,-5.3,,2.3,.7,58.1,8.6,1.95,11.66,,0
192,진주,2012-12-25,-2.4,,5.7,1.5,49.5,6.8,1.84,10.14,,1.8
192,진주,2012-12-26,-4.7,,2.4,.9,38.6,8.6,2.01,11.86,,0
192,진주,2012-12-27,-2.2,,2.6,.6,44.5,7.6,1.87,10.5,,3.8
192,진주,2012-12-28,-.2,16,1.7,.6,86.8,2.8,1.32,5.68,14.6,8.8
192,진주,2012-12-29,.1,2,2.1,.5,94.9,.9,1.21,5.72,,9.3
192,진주,2012-12-30,-1.3,.5,5.7,2.3,60.5,4.5,1.71,8.01,,5.6
192,진주,2012-12-31,-4.6,,5.4,1.1,67.5,8.6,1.98,11.71,,0
192,진주,2013-01-01,-2.3,0,5.2,1.3,73.9,6.7,1.75,8.89,,3.1
192,진주,2013-01-02,-.5,,5.3,2.3,44,8.6,1.89,11.17,,1.8
192,진주,2013-01-03,-5.3,,4.3,2.4,32.3,7.4,2.11,11,,2.5
192,진주,2013-01-04,-6.9,,1.6,.5,55.4,8.6,1.96,11.7,,.6
192,진주,2013-01-05,-4.1,,3.3,.8,55.6,8.7,2.09,12.54,,2
192,진주,2013-01-06,-2.8,,2.1,.6,66.6,8.2,1.9,10.56,,3.4
192,진주,2013-01-07,-2.9,,1.9,.5,55.3,8.7,2.03,12.67,,1
192,진주,2013-01-08,-1.2,,2.7,.8,47.8,8.7,1.91,11.52,,.4
192,진주,2013-01-09,-1.9,,3.9,1.8,33.9,8.5,2.03,11.86,,.9
192,진주,2013-01-10,-4.3,,3.7,1.2,46.1,8.8,2.14,13.11,,0
192,진주,2013-01-11,-4.2,,1.9,.4,56.5,8.7,2.05,12.75,,2.4
192,진주,2013-01-12,-.5,,2,.4,69.3,8.8,1.89,11.73,,1.3
192,진주,2013-01-13,-1.2,,1.2,.3,73.6,.1,.58,2.99,,7
192,진주,2013-01-14,1.1,,5.7,1.2,59.5,8.8,1.87,11.69,,0
192,진주,2013-01-15,-.8,,2.1,.5,70.6,8.2,1.81,9.84,,2
192,진주,2013-01-16,.2,,2.1,.5,66.4,8,1.91,10.54,,2.9
192,진주,2013-01-17,-.8,,3.7,1.7,46.4,8.2,2.01,10.98,,1.6
192,진주,2013-01-18,-3.3,,2.3,.5,60.1,8.9,2.16,13.41,,0
192,진주,2013-01-19,-2.1,,1.7,.5,68.9,9,2.08,12.31,,.6
192,진주,2013-01-20,.4,,3.1,.5,72.1,2.5,1.37,6.68,,7.8
192,진주,2013-01-21,2.9,19.5,1.6,.4,94,0,.11,.65,,10
192,진주,2013-01-22,4.4,.5,2.6,.7,89.6,1.5,1.08,5.1,,9.8
192,진주,2013-01-23,2.8,1,2,.4,94.1,0,.48,2.46,,9.8
192,진주,2013-01-24,1.3,,6.6,1.8,74.8,4.9,1.63,8.38,,5.8
192,진주,2013-01-25,-.9,,6.8,3.1,34,9.2,2.25,13.57,,.1
192,진주,2013-01-26,-2.8,,4.4,1.7,36.4,9.3,2.33,14.39,,.3
192,진주,2013-01-27,-4.1,,5,1.5,54.9,9.3,2.2,14.26,,.6
192,진주,2013-01-28,-2.6,,2.4,.6,62.3,9.3,2.3,14.65,,0
192,진주,2013-01-29,.6,,1.9,.4,76.4,7.3,1.96,11.15,,3.9
192,진주,2013-01-30,3,,1.9,.5,72.5,8.8,2.08,12.48,,3
192,진주,2013-01-31,5,.4,2.6,.6,75.9,2.3,1.37,7.62,,7.9
192,진주,2013-02-01,8.5,61.5,4.1,1.2,96.6,0,.19,.85,,9.9
192,진주,2013-02-02,5.2,,4.1,1.2,56,9.1,2.23,14,,3.5
192,진주,2013-02-03,.6,3.5,3,.7,57.5,1.2,1.07,5.95,,6.6
192,진주,2013-02-04,4,4.5,3.8,1.2,76.6,5.3,2.14,10.28,,6.3
192,진주,2013-02-05,2.1,1.5,2,.5,78.6,0,.49,2.86,,8.9
192,진주,2013-02-06,2.6,1,3.8,1,73.8,4.5,1.93,8.93,,5.5
192,진주,2013-02-07,-3.9,,5.9,2.6,46.4,7.6,2.18,13.24,,3.8
192,진주,2013-02-08,-5.8,,4.3,1.9,40.6,7.8,2.43,14.34,,3.6
192,진주,2013-02-09,-3.5,,2.6,.7,54.8,9.4,2.07,13.88,,2.8
192,진주,2013-02-10,-1.2,,3.7,.7,62.5,9.6,2.35,15.17,,0
192,진주,2013-02-11,-.6,,3.3,.8,48.8,9.5,2.41,15.75,,1.5
192,진주,2013-02-12,-1,.5,4.1,.7,66.6,0,.4,2.5,,6.3
192,진주,2013-02-13,-.5,,3.2,.7,61.1,9.8,2.55,16.95,,2.1
192,진주,2013-02-14,3.2,,2.5,.7,50.6,7.8,1.96,12.84,,7.6
192,진주,2013-02-15,3.6,,5.3,2,37.5,9.9,2.33,14.85,,3.6
192,진주,2013-02-16,-.4,,2.8,.9,33.6,10.1,2.66,17.5,,1
192,진주,2013-02-17,.4,4,1.5,.4,66.8,.1,.6,3.17,,9.1
192,진주,2013-02-18,3.9,6,2,.6,86,0,.62,2.68,,9.8
192,진주,2013-02-19,2.8,,5.2,1.8,34.6,6.7,2.4,13.68,,5.3
192,진주,2013-02-20,-.4,,4.9,1.2,38.9,10.3,2.76,18.36,,.1
192,진주,2013-02-21,1.4,,4.2,1.1,44.8,9.3,2.58,16.77,,4
192,진주,2013-02-22,3.4,,5.4,1.5,50.1,9,2.35,15.08,,3.9
192,진주,2013-02-23,.8,,4.4,1.2,38.3,10.4,2.81,19.18,,0
192,진주,2013-02-24,2.6,,2.9,.8,47,9.3,2.67,17.18,,3.5
192,진주,2013-02-25,3.5,,2.7,.7,46.5,9.7,2.54,16.45,,3.9
192,진주,2013-02-26,4.2,,1.4,.4,64.9,0,.64,3.9,,9
192,진주,2013-02-27,6,,4.5,.8,59,8.7,2.76,17.76,,4.6
192,진주,2013-02-28,7,,3.4,.9,54.8,9.3,2.63,17.43,,3.3
192,진주,2013-03-01,6.9,1.5,6.7,2.9,54,4.6,2.45,10.76,,6.3
192,진주,2013-03-02,1.9,,3.8,1.5,41.3,10.4,2.81,18.92,,1.3
192,진주,2013-03-03,1.8,,3.4,.9,46.9,10.5,2.9,20.23,,.1
192,진주,2013-03-04,4.3,,4.2,1.2,43.6,10.2,2.44,16.29,,.4
192,진주,2013-03-05,4.7,,4.2,1,48.9,10.7,2.91,19.92,,0
192,진주,2013-03-06,7.5,,3.2,1,53.6,9.8,2.54,17.35,,.6
192,진주,2013-03-07,10.3,.5,4.1,1.4,71.3,4.6,2.02,9.42,,5.9
192,진주,2013-03-08,10.3,,3.8,1.3,67.3,7.2,2.29,14.47,,4.5
192,진주,2013-03-09,12.8,,3.9,1.4,59,9.9,2.47,16.91,,0
192,진주,2013-03-10,11.6,,4.6,2.4,27.6,9.2,3.07,19.91,,1.8
192,진주,2013-03-11,5.5,,3.2,1,49.4,10.9,2.95,20.67,,.6
192,진주,2013-03-12,8.5,,3.4,1.1,69.6,8.9,2.69,17.62,,3.4
192,진주,2013-03-13,11.6,7.5,5.3,1.9,71.1,1.6,1.85,7.64,,9.9
192,진주,2013-03-14,6.2,,3.7,1.5,58.5,5.9,2.92,14.84,,6.5
192,진주,2013-03-15,6.8,,3.3,.9,67.1,9.7,2.99,20.81,,1.1
192,진주,2013-03-16,8.9,,2.8,.9,53,9.6,2.83,18.61,,3.3
192,진주,2013-03-17,8.2,21.5,3.4,.9,71.3,4.7,2.13,12.35,,7.8
192,진주,2013-03-18,13.5,30,4.6,1.5,72.3,7.1,2.15,14.32,,4.9
192,진주,2013-03-19,12,,3.9,1.2,69.6,7,2.6,16.42,,3.6
192,진주,2013-03-20,9.6,0,6.7,2.7,58.6,8.3,2.36,15.78,,4.6
192,진주,2013-03-21,4,,3.5,1.4,38.6,11.2,3.17,22.7,,0
192,진주,2013-03-22,6.6,,4.4,.9,55.4,5.8,1.92,12.52,,3.4
192,진주,2013-03-23,8.3,,3,1.2,49.3,9.5,3.09,21.12,,4.5
192,진주,2013-03-24,8.9,,3,.8,51.9,6.2,2.71,16.26,,6
192,진주,2013-03-25,6.3,,5.2,1.7,40.9,10.4,3.19,22.83,,2.8
192,진주,2013-03-26,6.1,,3.9,1.1,53.8,11,3,20.74,,3.9
192,진주,2013-03-27,9.8,,3.8,1.1,67.6,10.1,2.68,19.67,,2.3
192,진주,2013-03-28,11.3,,2.8,1,60.3,8.5,3.08,20.66,,2.4
192,진주,2013-03-29,10.2,,3.6,1.3,42.1,9.8,3.25,22.13,,4.8
192,진주,2013-03-30,8.9,,3.1,.9,52.1,7.2,2.57,17.04,,5.9
192,진주,2013-03-31,9.5,1,4.1,1.6,61.1,10.7,3.08,22.37,,2.4
192,진주,2013-04-01,9.1,,3.6,1,64.6,10.2,2.52,18.98,,5.3
192,진주,2013-04-02,8.1,,6.4,1.7,64.9,9.4,3.09,19.89,,3.4
192,진주,2013-04-03,9.9,,3.4,1.1,60,11.2,3.32,24.09,,2.4
192,진주,2013-04-04,12.3,,3.7,1.2,54,6.9,2.7,18.12,,4.4
192,진주,2013-04-05,12.2,0,3,.9,69.6,6.7,2.6,16.18,,5.8
192,진주,2013-04-06,10.6,23.5,3.1,1.3,87.6,0,.69,3.79,,10
192,진주,2013-04-07,5.8,,4.6,1.6,57.1,10.1,3.35,20.66,,3.3
192,진주,2013-04-08,9,,3.4,1.4,46.6,10.9,3.3,22.8,,1.9
192,진주,2013-04-09,9.4,,6.7,2.9,31,10.9,3.31,24.12,,.5
192,진주,2013-04-10,5.8,,5.1,1.7,40,10.3,2.69,19.34,,2.1
192,진주,2013-04-11,8.9,,6,2.6,31.4,11.9,3.54,25.16,,1.5
192,진주,2013-04-12,6.7,,3.8,1.3,44.4,11.9,3.36,25.21,,.4
192,진주,2013-04-13,9.6,,4.6,1.5,54.1,11.4,3.19,23.68,,.3
192,진주,2013-04-14,13.8,.4,5.1,2.1,43.9,9.1,2.48,16.35,,1.5
192,진주,2013-04-15,9.5,,3.6,1,42.5,10.7,2.89,21.47,,2.8
192,진주,2013-04-16,16,,7.3,1.9,65.9,9.4,3.07,21.98,,6.1
192,진주,2013-04-17,14.1,0,3.9,1.5,81.5,0,.53,2.95,,10
192,진주,2013-04-18,14.7,,3.9,1.2,54.9,7,2.87,17.7,,5.8
192,진주,2013-04-19,10.5,,3.6,1.9,48.8,9.7,3.5,23.54,,3.9
192,진주,2013-04-20,6.8,4.5,3.1,1.4,72.5,0,.86,4.27,,10
192,진주,2013-04-21,8.8,,5.1,1.5,55.3,10.8,3.42,25.31,,2
192,진주,2013-04-22,10.7,,3.6,1,52.5,11.4,3.38,24.83,,2.9
192,진주,2013-04-23,9.1,48.5,1.8,.8,89.6,0,.25,1.44,,10
192,진주,2013-04-24,15.4,.5,4.2,1.4,69.4,10.4,3.42,24.13,,4.3
192,진주,2013-04-25,12.8,0,5.6,1.6,57,11,3.17,22.24,,1.3
192,진주,2013-04-26,12.9,,5.2,2.3,39.1,12.1,3.19,23.41,,1.4
192,진주,2013-04-27,11,2,4,1.1,64.8,7.8,3.16,17.96,,5
192,진주,2013-04-28,13.1,,3.4,1.1,76.9,9.7,3.04,22.15,,3
192,진주,2013-04-29,14.7,.5,3.9,1.2,81.8,2.8,1.81,7.13,,8.3
192,진주,2013-04-30,12.6,,4.1,1.2,53.9,8.3,2.91,18.71,,4.1
192,진주,2013-05-01,11.5,,3.1,1.3,57.6,5,2.97,15.28,,7
192,진주,2013-05-02,13.7,,5,1.4,63,8.9,3.14,19.71,,4.1
192,진주,2013-05-03,13.4,0,3.6,1.2,61,9.4,3.08,21.96,,4.3
192,진주,2013-05-04,15,,3.4,1.2,57.9,11.6,3.24,24.27,,3
192,진주,2013-05-05,15.3,,3.3,1,58.4,12.1,3.33,26.07,,0
192,진주,2013-05-06,17.4,,3.6,.9,51.5,12.1,3.3,25.7,,.6
192,진주,2013-05-07,15.4,,3.5,1.2,64.5,11.3,3.08,23.72,,.5
192,진주,2013-05-08,15.9,,3.4,1.1,60.5,11.7,3.13,24.8,,2.4
192,진주,2013-05-09,16.7,.5,2.9,1,78,2.1,1.81,12.46,,8.6
192,진주,2013-05-10,17.1,15,3.2,1,80.8,1.6,1.54,9.18,,8.4
192,진주,2013-05-11,18.8,,3.1,1.2,58.8,11.6,3.46,26.31,,1.8
192,진주,2013-05-12,19,,3.9,1.5,66.3,11.5,3.23,25.04,,0
192,진주,2013-05-13,19.5,,4.3,1.4,62.6,11.4,3.37,26.29,,1.3
192,진주,2013-05-14,18.9,,4.5,1.4,65.5,11.2,3.27,25.84,,3
192,진주,2013-05-15,19.9,,3.5,1.3,71,7.1,2.53,18.69,,6.8
192,진주,2013-05-16,17.9,,4.3,2.7,58.1,9.8,3.27,24.67,,4.8
192,진주,2013-05-17,16.8,,3.8,1.7,58.6,10.7,3.48,24.98,,4.9
192,진주,2013-05-18,17.5,2.5,2.9,.9,69.1,6.4,2.56,18,,7
192,진주,2013-05-19,18.7,32,2.6,.9,88.5,2.3,1.75,9.88,,8.3
192,진주,2013-05-20,18.2,,4.3,1.2,78.8,9.9,3.02,21.76,,3.9
192,진주,2013-05-21,17.6,,3.1,1.2,54.6,12.8,3.6,28.82,,0
192,진주,2013-05-22,19.6,,2.9,1,63.5,10.7,3.16,24.56,,0
192,진주,2013-05-23,20.9,,3.4,1.1,64.9,10.8,3.21,24.63,,0
192,진주,2013-05-24,22,,2.9,1,64,10.9,3.44,25.9,,1.4
192,진주,2013-05-25,21.4,,3.3,1.3,70.6,9.3,3.19,23.1,,3.5
192,진주,2013-05-26,20.6,,3.5,1,77.1,2,2.69,15.47,,8.6
192,진주,2013-05-27,18.9,83.5,3.1,1.1,88.8,0,.42,3.28,,10
192,진주,2013-05-28,19.7,116,2.9,1.1,93.1,1.1,1.47,5.82,,9.5
192,진주,2013-05-29,20.7,,3.8,1.5,74.1,3.2,2.06,12.52,,9.3
192,진주,2013-05-30,20.2,,2.3,1,56.5,9.8,2.7,21.52,,6.3
192,진주,2013-05-31,18.7,,2,.6,74.1,3,1.54,12.28,,8
192,진주,2013-06-01,19.1,,2.8,.9,73.8,.9,1.62,11.83,,9.3
192,진주,2013-06-02,20.2,,3.5,1.2,73,11,3.07,23.98,,3.3
192,진주,2013-06-03,20.1,,3.3,1.1,67.5,12.1,3.44,27.27,,.3
192,진주,2013-06-04,21.4,,3.4,1,62.1,11.4,3.31,26.58,,.8
192,진주,2013-06-05,21.6,,3,1,70.5,9.7,2.98,22.08,,3.8
192,진주,2013-06-06,22.4,,3.2,1.1,68.1,11.8,3.22,26.04,,1.4
192,진주,2013-06-07,21.5,,3.6,1.3,74.6,10.8,3.17,24.33,,3.8
192,진주,2013-06-08,20.5,,3.8,1.4,69,3,2.32,16.86,,8.8
192,진주,2013-06-09,21,,4.6,1.3,66.8,.8,1.97,8.39,,9.5
192,진주,2013-06-10,22.5,,3.4,1.6,62.4,3.1,2.1,12.54,,6.8
192,진주,2013-06-11,20.8,17,2.8,1.1,80.1,.5,1.12,6.07,,9.5
192,진주,2013-06-12,21.2,2.5,2.5,.8,93.4,.1,.83,5.65,,10
192,진주,2013-06-13,22.8,,3.2,1.1,83.4,2.9,2.68,15.04,,9.8
192,진주,2013-06-14,21.5,2,2.1,.6,93.5,0,.95,4.13,,10
192,진주,2013-06-15,24.3,,3.1,1.2,75.9,10.6,3.56,25.89,,5.1
192,진주,2013-06-16,24.6,,3.1,1.2,74.9,11,3.3,25.31,,3.4
192,진주,2013-06-17,24.1,,3.2,1.2,76.9,10.5,3.11,22.62,,5.6
192,진주,2013-06-18,23.6,19,3.5,1.5,92.8,0,.57,4.03,,9.9
192,진주,2013-06-19,23,42.5,3.1,1.1,91.5,.6,1.36,6.76,,9.1
192,진주,2013-06-20,23.9,,3.5,1,78.9,7,3.06,18.65,,6.4
192,진주,2013-06-21,23,,3.7,1.4,80.3,3.6,2.32,14.04,,9.4
192,진주,2013-06-22,22.7,2.5,3.2,1.2,77.6,6.6,2.59,19.04,,8.9
192,진주,2013-06-23,21,3.5,2.3,.8,94.9,.1,1.21,7.36,,10
192,진주,2013-06-24,22.7,,3.2,1.2,75.8,8,3.37,23.93,,6.8
192,진주,2013-06-25,21.1,9,2.9,.8,89,0,1.12,7.02,,9.6
192,진주,2013-06-26,23.3,3,3.7,1.5,75.5,8.6,3.25,23.04,,6.6
192,진주,2013-06-27,22.6,,3.2,1,83.6,2.2,2.44,15.47,,7.5
192,진주,2013-06-28,23.6,,3.2,1.2,77.1,6.2,3.05,18.29,,7
192,진주,2013-06-29,24.2,,3.8,1.3,74.8,9.5,3.3,25.16,,3
192,진주,2013-06-30,23.8,,3.7,1.5,77,9.5,2.36,19.39,,4.4
192,진주,2013-07-01,24.8,,3.5,1.2,80,8.5,3.03,20.53,,6.3
192,진주,2013-07-02,24.7,1,3.9,1.5,92,.5,1.87,7.44,,9.6
192,진주,2013-07-03,25,38.5,3.7,1.8,92,1.3,1.68,6.97,,8.4
192,진주,2013-07-04,24.3,48.5,2.8,1.5,97,0,.82,4.38,,10
192,진주,2013-07-05,24.5,33.5,2.9,1.6,94.6,0,.71,4.23,,9.8
192,진주,2013-07-06,24.8,.1,3.3,1.2,89,3.6,3.31,15.89,,9.1
192,진주,2013-07-07,23.3,72.5,2.6,.9,98.8,.1,.73,2.88,,10
192,진주,2013-07-08,26.1,.5,3.5,2,87.4,6.4,3.02,18.25,,8.3
192,진주,2013-07-09,26.8,.1,4.7,1.8,82.6,9.6,2.86,22.45,,6.6
192,진주,2013-07-10,26.8,,3.8,1.7,79.6,12.4,3.29,26.36,,3.4
192,진주,2013-07-11,27.1,,3.7,1.9,77,12.8,3.35,27.2,,2.3
192,진주,2013-07-12,26.8,,5.2,2,81.1,8.3,3.49,23.48,,5.3
192,진주,2013-07-13,27.7,.4,3.9,1.6,84.4,8,3.07,20.95,,7.5
192,진주,2013-07-14,27.7,2,3.4,1.6,83.6,5.5,2.22,15.62,,7.4
192,진주,2013-07-15,27.1,,3.4,1.4,82,7.1,2.12,16.99,,7.3
192,진주,2013-07-16,26.2,,4.2,1.6,80.8,12,3.3,22.5,,4.5
192,진주,2013-07-17,27.4,,5,1.9,71.1,10.9,3.41,23.83,,5
192,진주,2013-07-18,26.7,,3,1.3,77.9,9.6,2.92,20.55,,4.6
192,진주,2013-07-19,27.2,,3.3,1.2,82.3,11,3.34,25.01,,3
192,진주,2013-07-20,27.3,,3.5,1.5,79.4,10.1,2.83,22.91,,3.9
192,진주,2013-07-21,27,.3,2.6,1.3,82.8,5.3,1.57,12.71,,5.8
192,진주,2013-07-22,27.7,,3.9,1.6,77.8,9.6,3.04,22.89,,6.8
192,진주,2013-07-23,26.3,2,2.9,1.4,88.5,1,1.28,7.86,,8.4
192,진주,2013-07-24,26.6,14.5,3.8,2,87.8,6.5,2.31,14.96,,5.8
192,진주,2013-07-25,26.7,,2.7,1.1,78.3,9.5,2.81,20.93,,4.3
192,진주,2013-07-26,26.9,,3.4,.9,75.9,10.9,2.93,23.07,,2.9
192,진주,2013-07-27,25.6,.1,2.4,.9,76.6,5.1,2.01,15.09,,6.4
192,진주,2013-07-28,26.1,17.5,2.8,1.1,89.9,2.4,2.65,11.87,,10
192,진주,2013-07-29,28.4,,3.5,1.8,80.3,4.1,1.97,15.26,,7.1
192,진주,2013-07-30,26.9,16,5.6,.8,93.4,3,2.42,10.79,,7.9
192,진주,2013-07-31,28,,2.9,1.4,84.4,8.8,2.36,18.35,,7.3
192,진주,2013-08-01,28.2,4.5,3.5,1,85.8,7.3,2.98,18.25,,7.8
192,진주,2013-08-02,27.9,,3.2,1.3,82.9,10.4,3,23,,4.5
192,진주,2013-08-03,26.9,.5,3,1,86.9,1.1,1.84,12.97,,8.1
192,진주,2013-08-04,26.5,12.5,5.8,1.2,88.3,7.3,2.81,18.09,,7
192,진주,2013-08-05,27.3,,4.4,1.5,82.6,7.6,2.2,17.12,,5.4
192,진주,2013-08-06,27.7,,3.1,1.2,81.8,8.4,3.14,20.87,,4.3
192,진주,2013-08-07,28.5,,2.8,1.1,82,8.1,2.68,20.17,,3.6
192,진주,2013-08-08,29.2,,3.1,1.4,82.4,9.8,3.16,22.81,,1.8
192,진주,2013-08-09,29.6,,4.3,1.7,77.6,11.6,3.07,23.48,,0
192,진주,2013-08-10,30.2,,3.3,1.5,73.9,11.1,3.06,21.47,,.8
192,진주,2013-08-11,29.9,,2.6,1,69.8,11.6,3.16,23.6,,.5
192,진주,2013-08-12,29.2,,3.4,1.2,69.9,11.9,3.2,24.71,,.4
192,진주,2013-08-13,28.3,,3,1.2,75,12,3.29,24.89,,.5
192,진주,2013-08-14,28.3,,3,1.3,72.9,12,3.34,25.17,,1
192,진주,2013-08-15,28.4,,3.1,1.2,69.5,10.6,3.43,23.63,,1.3
192,진주,2013-08-16,27.9,,3.2,1.2,73.5,10.5,3,22.84,,2
192,진주,2013-08-17,28,,3.4,1.4,73.1,10.7,2.93,20.04,,1.9
192,진주,2013-08-18,28.8,,4,1.4,72,11.3,3.01,23.56,,1.1
192,진주,2013-08-19,29.4,,3.5,1.3,70.9,11.5,3.17,22.2,,2.8
192,진주,2013-08-20,28.7,3,3.7,1,80.3,8.5,2.76,17.58,,4.3
192,진주,2013-08-21,28.3,,2.9,1.1,77,9.9,3.1,20.31,,4.4
192,진주,2013-08-22,27.7,1,3.5,1,86.3,4.2,2.3,12.38,,6.8
192,진주,2013-08-23,25.5,24.5,3.2,.8,97,0,.63,4.07,,9.8
192,진주,2013-08-24,23.7,83,2.4,.7,99.5,0,.28,1.82,,10
192,진주,2013-08-25,24.9,3.5,3.2,1,80.5,7.3,3.12,18.18,,7.1
192,진주,2013-08-26,24.8,,1.9,.9,73.9,9.7,3.1,20.09,,3.1
192,진주,2013-08-27,25,,2.6,.9,73.8,10.3,3.09,21.41,,1.8
192,진주,2013-08-28,24.8,,2.9,1,75.1,10.7,3.02,21.51,,.9
192,진주,2013-08-29,26.3,14.5,5.7,2.2,78.5,6,2.19,12.68,,7.5
192,진주,2013-08-30,24.7,15,2.8,1.1,87,3.2,1.58,11.21,,8.6
192,진주,2013-08-31,24.5,,3.1,1.1,75.8,10,3.19,22.33,,5.9
192,진주,2013-09-01,24.2,,3.1,1.1,70.9,8.8,2.69,18.96,,4.9
192,진주,2013-09-02,23.8,0,2.9,1.1,68.9,9,3.18,20.66,,3.6
